====================== TABLE 1: ALPHABETICAL TICKER ORDER ======================

Symbol  | Trailing  Forward   Blended  | P/B Ratio  P/S Ratio | Final Value
ENSRI   |       N/A       N/A       N/A  |       2.28       7.89 |       4.3537
TTRAK   |       N/A      3.86       N/A  |       2.58       0.93 |       4.3800
SMART   |       N/A       N/A       N/A  |       2.42       6.16 |       4.3966
DITAS   |       N/A       N/A       N/A  |       2.57       2.14 |       4.3974
BRLSM   |       N/A       N/A       N/A  |       2.63       0.82 |       4.4033
AZTEK   |       N/A       N/A       N/A  |       2.65       0.55 |       4.4107
CLEBI   |     11.76    171.88     59.79  |       4.75       1.99 |       4.4113
EKOS    |       N/A       N/A       N/A  |       2.56       3.23 |       4.4131
DURDO   |       N/A       N/A       N/A  |       2.66       1.02 |       4.4237
CASA    |       N/A       N/A       N/A  |       2.33      -1.06 |       4.4248
ARDYZ   |     32.28       N/A     32.28  |       9.09       3.29 |       4.4265
ETILR   |       N/A       N/A       N/A  |       2.37        N/A |       4.4447
EUPWR   |     67.08       N/A     67.08  |       4.37       3.54 |       4.4463
FMIZP   |     41.96       N/A     41.96  |       6.46       6.11 |       4.4519
LXGYO   |       N/A       N/A       N/A  |       2.53       6.33 |       4.4566
GLBMD   |       N/A       N/A       N/A  |       2.84       0.06 |       4.5061
BARMA   |     78.98       N/A     78.98  |       3.98       4.78 |       4.6073
KMPUR   |    111.71       N/A    111.71  |       2.41       0.70 |       4.6229
GZNMI   |       N/A       N/A       N/A  |       3.09       1.25 |       4.6647
ADGYO   |       N/A       N/A       N/A  |       1.85      35.29 |       4.6668
SELEC   |    113.21     25.51     86.90  |       3.83       0.75 |       4.6777
EUHOL   |       N/A       N/A       N/A  |       2.82   -3671.22 |       4.6947
ARFYE   |       N/A       N/A       N/A  |       2.74      12.59 |       4.6999
VSNMD   |       N/A       N/A       N/A  |       2.91       8.21 |       4.7036
ALKA    |       N/A       N/A       N/A  |       3.13       2.50 |       4.7105
MEYSU   |       N/A       N/A       N/A  |       3.17       3.13 |       4.7462
ASELS   |     49.61       N/A     49.61  |       5.72       8.70 |       4.7807
UCAYM   |    125.26       N/A    125.26  |       1.94       2.70 |       4.8024
BURCE   |       N/A       N/A       N/A  |       3.25       5.05 |       4.8296
ESCAR   |       N/A       N/A       N/A  |       3.22       5.91 |       4.8308
KCAER   |    124.42       N/A    124.42  |       2.09       1.23 |       4.8334
ISYAT   |    117.14       N/A    117.14  |       2.56       1.35 |       4.8812
ARMGD   |     49.57       N/A     49.57  |       6.44       3.66 |       4.8912
ICUGS   |       N/A       N/A       N/A  |       3.35       7.12 |       4.9273
MIATK   |       N/A       N/A       N/A  |       3.51       7.68 |       5.0238
TGSAS   |     47.19       N/A     47.19  |       7.06      10.57 |       5.0298
NIBAS   |       N/A       N/A       N/A  |       3.38      12.35 |       5.0444
SONME   |       N/A       N/A       N/A  |       2.14      48.80 |       5.0954
ZERGY   |       N/A       N/A       N/A  |       3.06      24.09 |       5.1036
ALCAR   |       N/A       N/A       N/A  |       4.16       1.12 |       5.2496
PRDGS   |    143.00       N/A    143.00  |       0.62      40.75 |       5.3600
FZLGY   |       N/A       N/A       N/A  |       4.21       6.01 |       5.3768
EUYO    |       N/A       N/A       N/A  |       4.30       5.83 |       5.4239
PEKGY   |     28.96       N/A     28.96  |       1.30     194.40 |       5.4548
QNBFK   |     33.63       N/A     33.63  |      10.74      30.12 |       5.4627
AKSUE   |       N/A       N/A       N/A  |       3.29      36.03 |       5.4718
AYCES   |       N/A       N/A       N/A  |       3.22      39.93 |       5.5106
OTTO    |    150.00       N/A    150.00  |       1.99       3.55 |       5.5781
KARTN   |       N/A       N/A       N/A  |       4.70       3.09 |       5.5900
BSOKE   |       N/A       N/A       N/A  |       4.49      10.49 |       5.6184
HUBVC   |       N/A       N/A       N/A  |       1.39      98.03 |       5.6663
VANGD   |       N/A       N/A       N/A  |       4.44      15.52 |       5.6944
BAHKM   |       N/A       N/A       N/A  |       4.81       6.51 |       5.7191
IZINV   |    128.33       N/A    128.33  |       3.11      12.10 |       5.7248
BAYRK   |       N/A       N/A       N/A  |       4.92       5.00 |       5.7450
INTEM   |       N/A       N/A       N/A  |       5.32       2.56 |       5.9204
POLHO   |       N/A       N/A       N/A  |       5.36       2.56 |       5.9404
SEYKM   |    163.00       N/A    163.00  |       1.98       3.90 |       5.9588
PAMEL   |       N/A       N/A       N/A  |       4.15      37.94 |       5.9798
KLRHO   |    109.40       N/A    109.40  |       4.56      13.44 |       5.9964
AKFIS   |    177.50       N/A    177.50  |       1.33       4.65 |       6.0452
OTKAR   |       N/A       N/A       N/A  |       5.71       0.87 |       6.1007
INVES   |     40.50       N/A     40.50  |       5.26     108.51 |       6.1066
DGATE   |     52.66       N/A     52.66  |      11.18       0.22 |       6.2074
CVKMD   |       N/A       N/A       N/A  |       5.52      17.86 |       6.3332
SANFM   |    108.38       N/A    108.38  |       5.69       2.70 |       6.3684
SODSN   |       N/A       N/A       N/A  |       6.09       4.11 |       6.3755
OYAYO   |     96.31       N/A     96.31  |       6.37       2.35 |       6.3828
ADEL    |       N/A       N/A       N/A  |       6.41       3.25 |       6.5320
RALYH   |     64.64       N/A     64.64  |       8.86       6.93 |       6.5359
BRYAT   |     11.46       N/A     11.46  |       1.49     279.05 |       6.6941
VAKKO   |    206.53       N/A    206.53  |       1.12       0.59 |       6.7006
DUNYH   |    156.11       N/A    156.11  |       2.80      31.24 |       6.7588
KLSER   |       N/A       N/A       N/A  |       6.92       0.93 |       6.7663
SUMAS   |    145.73       N/A    145.73  |       4.62       3.56 |       6.8977
CEMZY   |       N/A       N/A       N/A  |       6.82      11.98 |       6.9316
SDTTR   |    127.37       N/A    127.37  |       5.82       6.38 |       7.0721
THYAO   |     33.21      4.54     24.61  |      20.65      17.85 |       7.1126
GRNYO   |       N/A       N/A       N/A  |       7.59       1.54 |       7.1441
KAPLM   |       N/A       N/A       N/A  |       7.74       4.71 |       7.2920
TMPOL   |       N/A       N/A       N/A  |       7.73       5.13 |       7.2926
MAGEN   |       N/A       N/A       N/A  |       5.78      60.22 |       7.3222
KRDMA   |    160.00       N/A    160.00  |       4.78       0.75 |       7.3471
KAREL   |       N/A       N/A       N/A  |       8.15       0.49 |       7.4312
KRDMD   |    163.76       N/A    163.76  |       4.89       0.74 |       7.5192
MCARD   |       N/A       N/A       N/A  |       8.27       6.38 |       7.6158
BMSCH   |    240.33       N/A    240.33  |       1.01       0.63 |       7.6350
EDATA   |       N/A       N/A       N/A  |       8.54       3.41 |       7.7088
PRKAB   |       N/A       N/A       N/A  |       8.69       0.47 |       7.7288
KGYO    |       N/A       N/A       N/A  |       8.74       6.08 |       7.8712
VAKFA   |    240.80       N/A    240.80  |       1.47       1.24 |       7.9143
KUVVA   |       N/A       N/A       N/A  |       9.10       4.93 |       8.0462
EUKYO   |       N/A       N/A       N/A  |       8.91      11.53 |       8.0714
PRZMA   |     76.33       N/A     76.33  |       9.16      42.96 |       8.0876
EMPAE   |       N/A       N/A       N/A  |       9.28       3.26 |       8.1105
MANAS   |       N/A       N/A       N/A  |       8.62      21.87 |       8.1182
OBASE   |    240.00       N/A    240.00  |       2.28       2.09 |       8.3551
BIGCH   |    235.33       N/A    235.33  |       2.69       0.81 |       8.4199
CRFSA   |       N/A       N/A       N/A  |        N/A       0.23 |       8.4459
ARZUM   |       N/A       N/A       N/A  |        N/A       0.27 |       8.4466
NETAS   |       N/A       N/A       N/A  |        N/A       0.32 |       8.4475
BORLS   |       N/A       N/A       N/A  |        N/A       0.72 |       8.4555
MARKA   |       N/A       N/A       N/A  |       9.25      21.49 |       8.4574
MZHLD   |       N/A       N/A       N/A  |      10.25       0.28 |       8.5827
GMTAS   |       N/A       N/A       N/A  |        N/A        N/A |       8.6412
BMSTL   |       N/A       N/A       N/A  |      10.23       5.53 |       8.6797
INVEO   |    279.00       N/A    279.00  |       0.81     -19.84 |       8.8501
YAPRK   |    199.67       N/A    199.67  |       5.16      12.17 |       8.9547
SKYLP   |       N/A       N/A       N/A  |      10.75      10.54 |       9.0653
CEOEM   |    264.20       N/A    264.20  |       2.62       1.25 |       9.2368
ALFAS   |    265.89       N/A    265.89  |       3.00       2.47 |       9.5186
CMBTN   |       N/A       N/A       N/A  |      12.16       0.66 |       9.5240
TKNSA   |       N/A      2.11       N/A  |      12.29       0.05 |       9.5435
ULAS    |       N/A       N/A       N/A  |       1.42     292.57 |       9.5748
ETYAT   |       N/A       N/A       N/A  |      11.55      14.41 |       9.5827
VERUS   |       N/A       N/A       N/A  |       9.80      64.72 |       9.6281
TDGYO   |     82.37       N/A     82.37  |       1.90     315.05 |       9.7682
ANELE   |       N/A       N/A       N/A  |      12.98       4.62 |       9.8069
BINBN   |       N/A       N/A       N/A  |      11.10      39.90 |       9.8445
EMNIS   |    248.39       N/A    248.39  |       4.65       2.02 |       9.9032
PASEU   |     71.15       N/A     71.15  |      18.89      33.19 |       9.9894
DMRGD   |    144.62       N/A    144.62  |       9.96      13.92 |      10.0083
BIGTK   |    215.48       N/A    215.48  |       6.30      10.49 |      10.0132
VKFYO   |       N/A       N/A       N/A  |      14.24       4.46 |      10.1208
ALKLC   |       N/A       N/A       N/A  |      14.58       7.46 |      10.2654
KUYAS   |     88.21       N/A     88.21  |      16.15      28.23 |      10.3111
BIZIM   |       N/A       N/A       N/A  |      15.91       0.06 |      10.4502
TSGYO   |    333.00       N/A    333.00  |       0.70      17.39 |      10.5246
VKING   |       N/A       N/A       N/A  |      16.73       1.51 |      10.6837
KENT    |       N/A       N/A       N/A  |      16.49       7.51 |      10.7420
BIGEN   |       N/A       N/A       N/A  |      13.83      40.94 |      10.7476
RODRG   |    181.14       N/A    181.14  |      10.24       9.24 |      11.1470
DOFRB   |    119.29       N/A    119.29  |      13.47      26.32 |      11.4407
MRSHL   |       N/A       N/A       N/A  |      20.85       6.01 |      11.8046
ONCSM   |    131.71       N/A    131.71  |      14.68       8.19 |      12.1112
SVGYO   |       N/A       N/A       N/A  |       5.73     323.38 |      12.5576
DIRIT   |       N/A       N/A       N/A  |      16.12     117.88 |      12.8572
LYDYE   |     11.88       N/A     11.88  |       7.96     510.11 |      12.9606
EREGL   |    600.29      6.82    422.25  |       0.96       1.31 |      12.9711
BFREN   |    114.12       N/A    114.12  |      23.77       5.43 |      13.4363
OZATD   |       N/A       N/A       N/A  |      25.58      43.21 |      13.7285
KTLEV   |    115.72       N/A    115.72  |      23.50      22.16 |      13.8069
GUBRF   |     20.84   1267.86    394.95  |       4.19       2.61 |      13.9756
NUHCM   |    449.59       N/A    449.59  |       1.45       1.90 |      14.0610
BALAT   |     36.05       N/A     36.05  |      17.02     377.19 |      14.1322
IZFAS   |       N/A       N/A       N/A  |      29.16      25.39 |      14.2691
MAALT   |    300.00       N/A    300.00  |       2.04     218.71 |      14.3173
EKGYO   |    259.25   1037.00    492.57  |       0.55       0.83 |      14.8045
IHAAS   |       N/A       N/A       N/A  |      32.01      17.60 |      14.8261
GOLTS   |    496.92       N/A    496.92  |       0.59       0.86 |      14.9578
IEYHO   |       N/A       N/A       N/A  |      36.69      41.67 |      16.4757
ZGYO    |       N/A       N/A       N/A  |       2.32     621.56 |      16.6498
ENPRA   |       N/A       N/A       N/A  |      39.42      49.42 |      17.3134
UFUK    |    154.22       N/A    154.22  |      33.16        N/A |      18.4688
ALTNY   |    563.00       N/A    563.00  |       3.65       5.90 |      18.6854
BAGFS   |       N/A     27.87       N/A  |      49.56       0.83 |      18.8759
PARSN   |       N/A       N/A       N/A  |      51.00       1.40 |      19.2475
INTEK   |    469.41       N/A    469.41  |      12.28       4.23 |      20.6435
KRDMB   |    561.20     14.86    397.30  |      16.75       2.73 |      20.9536
BRMEN   |       N/A       N/A       N/A  |      61.94       7.70 |      22.1085
DOGUB   |       N/A       N/A       N/A  |      59.03      56.12 |      22.3506
EFOR    |    703.50       N/A    703.50  |       5.87       2.34 |      23.9687
TARKM   |    768.94       N/A    768.94  |       3.53       5.17 |      24.6596
BURVA   |       N/A       N/A       N/A  |      76.51      32.17 |      26.2418
GUNDG   |       N/A       N/A       N/A  |      80.32      38.22 |      27.3139
LYDHO   |       N/A       N/A       N/A  |       9.42    1029.48 |      28.7112
GATEG   |    887.10       N/A    887.10  |       8.18       6.79 |      30.7270
KRTEK   |   1154.00       N/A   1154.00  |       0.48       0.56 |      34.2157
EGSER   |       N/A       N/A       N/A  |     113.79       0.51 |      34.9290
ALKIM   |       N/A       N/A       N/A  |     121.54       1.09 |      36.8782
SMRTG   |   1172.00       N/A   1172.00  |       4.59       2.19 |      37.0403
MARBL   |   1299.00       N/A   1299.00  |       1.25       0.89 |      38.9114
HEDEF   |    264.48       N/A    264.48  |      75.28     174.62 |      39.4267
TURGG   |   1396.00       N/A   1396.00  |       1.61        N/A |      42.1451
ULUSE   |     31.57       N/A     31.57  |     166.57       2.80 |      43.7420
DSTKF   |    277.97       N/A    277.97  |      91.49     175.79 |      44.3736
KLKIM   |   1501.00       N/A   1501.00  |       1.94       1.31 |      45.2390
BLUME   |   1609.00       N/A   1609.00  |       5.13      17.43 |      50.4953
PAPIL   |   1593.00       N/A   1593.00  |       7.69      32.92 |      51.7396
EGEPO   |   1890.00       N/A   1890.00  |       4.49       6.71 |      58.1945
MAKIM   |   1955.00       N/A   1955.00  |       1.77       1.53 |      58.5041
PKENT   |    668.64       N/A    668.64  |      76.52      92.89 |      63.6093
KUTPO   |   1465.83       N/A   1465.83  |      45.76       0.81 |      68.2968
